,team1,team2,0,1
127,Arizona State,Virginia,0.282886125,0.717113875
128,Arizona State,Virginia Tech,0.488258971,0.511741029
129,Arizona State,Washington,0.315811977,0.684188023
130,Arizona State,Wisconsin,0.225481761,0.774518239
131,Arizona State,Wofford,0.554083733,0.445916267
132,Arizona State,Yale,0.683311372,0.316688628
133,Auburn,Baylor,0.47436546,0.52563454
134,Auburn,Belmont,0.600669449,0.399330551
135,Auburn,Bradley,0.789456368,0.210543632
136,Auburn,Buffalo,0.654582432,0.345417568
137,Auburn,Cincinnati,0.221008227,0.778991773
138,Auburn,Colgate,0.74716383,0.25283617
139,Auburn,Duke,0.257161844,0.742838156
140,Auburn,Fairleigh Dickinson,0.755536685,0.244463315
141,Auburn,Florida,0.383543158,0.616456842
142,Auburn,Florida State,0.346468219,0.653531781
143,Auburn,Gardner-Webb,0.783270854,0.216729146
144,Auburn,Georgia State,0.602241223,0.397758777
145,Auburn,Gonzaga,0.170746046,0.829253954
146,Auburn,Houston,0.690019937,0.309980063
147,Auburn,Iona,0.876163528,0.123836472
148,Auburn,Iowa,0.39259792,0.60740208
149,Auburn,Iowa State,0.407365793,0.592634207
150,Auburn,Kansas,0.375906458,0.624093542
151,Auburn,Kansas State,0.413461249,0.586538751
152,Auburn,Kentucky,0.30924701,0.69075299
153,Auburn,Liberty,0.676643274,0.323356726
154,Auburn,Louisville,0.465141763,0.534858237
155,Auburn,LSU,0.375170045,0.624829955
156,Auburn,Marquette,0.338027143,0.661972857
157,Auburn,Maryland,0.392297881,0.607702119
158,Auburn,Michigan,0.211052717,0.788947283
159,Auburn,Michigan State,0.293533699,0.706466301
160,Auburn,Minnesota,0.573028445,0.426971555
161,Auburn,Mississippi,0.519441068,0.480558932
162,Auburn,Mississippi State,0.596943192,0.403056808
163,Auburn,Montana,0.716998005,0.283001995
164,Auburn,Murray State,0.744304565,0.255695435
165,Auburn,North Dakota State,0.860809972,0.139190028
166,Auburn,Northern Kentucky,0.713921278,0.286078722
167,Auburn,North Carolina Central,0.893241347,0.106758653
168,Auburn,Nevada,0.600254661,0.399745339
169,Auburn,New Mexico State,0.660344832,0.339655168
170,Auburn,North Carolina,0.382240802,0.617759198
171,Auburn,Northeastern,0.702781729,0.297218271
172,Auburn,Ohio State,0.471445805,0.528554195
173,Auburn,Oklahoma,0.534382705,0.465617295
174,Auburn,Old Dominion,0.758143085,0.241856915
175,Auburn,Oregon,0.546902917,0.453097083
176,Auburn,Prairie View,0.974537862,0.025462138
177,Auburn,Purdue,0.22430371,0.77569629
178,Auburn,Seton Hall,0.540946257,0.459053743
179,Auburn,St. John's (NY),0.542426331,0.457573669
180,Auburn,Saint Louis,0.808550768,0.191449232
181,Auburn,Saint Mary's,0.572019856,0.427980144
182,Auburn,Syracuse,0.407100251,0.592899749
183,Auburn,Temple,0.533716948,0.466283052
184,Auburn,Tennessee,0.388261534,0.611738466
185,Auburn,Texas Tech,0.25770846,0.74229154
186,Auburn,UC-Irvine,0.798496395,0.201503605
187,Auburn,Central Florida,0.67242177,0.32757823
188,Auburn,Utah State,0.539788853,0.460211147
189,Auburn,VCU,0.424679291,0.575320709
190,Auburn,Vermont,0.66605575,0.33394425
191,Auburn,Villanova,0.419723745,0.580276255
192,Auburn,Virginia,0.357050642,0.642949358
193,Auburn,Virginia Tech,0.342965655,0.657034345
194,Auburn,Washington,0.385314367,0.614685633
195,Auburn,Wisconsin,0.419898162,0.580101838
196,Auburn,Wofford,0.673675814,0.326324186
197,Auburn,Yale,0.772120571,0.227879429
198,Baylor,Belmont,0.555313887,0.444686113
199,Baylor,Bradley,0.668772567,0.331227433
200,Baylor,Buffalo,0.539586357,0.460413643
201,Baylor,Cincinnati,0.368124744,0.631875256
202,Baylor,Colgate,0.674668707,0.325331293
203,Baylor,Duke,0.171939671,0.828060329
204,Baylor,Fairleigh Dickinson,0.64831921,0.35168079
205,Baylor,Florida,0.207668912,0.792331088
206,Baylor,Florida State,0.516961317,0.483038683
207,Baylor,Gardner-Webb,0.681434744,0.318565256
208,Baylor,Georgia State,0.510519871,0.489480129
209,Baylor,Gonzaga,0.330214241,0.669785759
210,Baylor,Houston,0.594012478,0.405987522
211,Baylor,Iona,0.918193916,0.081806084
212,Baylor,Iowa,0.624987455,0.375012545
213,Baylor,Iowa State,0.473667032,0.526332968
214,Baylor,Kansas,0.262247208,0.737752792
215,Baylor,Kansas State,0.496388775,0.503611225
216,Baylor,Kentucky,0.199663598,0.800336402
217,Baylor,Liberty,0.491208148,0.508791852
218,Baylor,Louisville,0.252960564,0.747039436
219,Baylor,LSU,0.627709184,0.372290816
220,Baylor,Marquette,0.540917449,0.459082551
221,Baylor,Maryland,0.479534814,0.520465186
222,Baylor,Michigan,0.386802021,0.613197979
223,Baylor,Michigan State,0.222094781,0.777905219
224,Baylor,Minnesota,0.62109457,0.37890543
225,Baylor,Mississippi,0.451936075,0.548063925
226,Baylor,Mississippi State,0.543685364,0.456314636
227,Baylor,Montana,0.582334827,0.417665173
228,Baylor,Murray State,0.525942504,0.474057496
229,Baylor,North Dakota State,0.889325146,0.110674854
230,Baylor,Northern Kentucky,0.679512697,0.320487303
231,Baylor,North Carolina Central,0.71114488,0.28885512
232,Baylor,Nevada,0.506388232,0.493611768
233,Baylor,New Mexico State,0.440008551,0.559991449
234,Baylor,North Carolina,0.381821479,0.618178521
235,Baylor,Northeastern,0.523009823,0.476990177
236,Baylor,Ohio State,0.158183548,0.841816452
237,Baylor,Oklahoma,0.434481771,0.565518229
238,Baylor,Old Dominion,0.566804728,0.433195272
239,Baylor,Oregon,0.382435454,0.617564546
240,Baylor,Prairie View,0.865428909,0.134571091
241,Baylor,Purdue,0.457595574,0.542404426
242,Baylor,Seton Hall,0.649723666,0.350276334
243,Baylor,St. John's (NY),0.760220363,0.239779637
244,Baylor,Saint Louis,0.742596673,0.257403327
245,Baylor,Saint Mary's,0.475556401,0.524443599
246,Baylor,Syracuse,0.218724831,0.781275169
247,Baylor,Temple,0.751633155,0.248366845
248,Baylor,Tennessee,0.561228084,0.438771916
249,Baylor,Texas Tech,0.524137403,0.475862597
250,Baylor,UC-Irvine,0.566614153,0.433385847
251,Baylor,Central Florida,0.511412914,0.488587086
252,Baylor,Utah State,0.64288914,0.35711086
253,Baylor,VCU,0.541663333,0.458336667
254,Baylor,Vermont,0.486688413,0.513311587
255,Baylor,Villanova,0.276574911,0.723425089
256,Baylor,Virginia,0.386004856,0.613995144
257,Baylor,Virginia Tech,0.494227413,0.505772587
258,Baylor,Washington,0.493331888,0.506668112
259,Baylor,Wisconsin,0.174170678,0.825829322
260,Baylor,Wofford,0.547938658,0.452061342
261,Baylor,Yale,0.671862661,0.328137339
262,Belmont,Bradley,0.547731924,0.452268076
263,Belmont,Buffalo,0.553154384,0.446845616
264,Belmont,Cincinnati,0.315595054,0.684404946
265,Belmont,Colgate,0.919660947,0.080339053
266,Belmont,Duke,0.150400672,0.849599328
267,Belmont,Fairleigh Dickinson,0.939929933,0.060070067
268,Belmont,Florida,0.310274655,0.689725345
269,Belmont,Florida State,0.388811058,0.611188942
270,Belmont,Gardner-Webb,0.960111818,0.039888182
271,Belmont,Georgia State,0.593195326,0.406804674
272,Belmont,Gonzaga,0.163055071,0.836944929
273,Belmont,Houston,0.568840136,0.431159864
274,Belmont,Iona,0.895642168,0.104357832
275,Belmont,Iowa,0.395467078,0.604532922
276,Belmont,Iowa State,0.279846435,0.720153565
277,Belmont,Kansas,0.239260564,0.760739436
278,Belmont,Kansas State,0.387948871,0.612051129
279,Belmont,Kentucky,0.161461188,0.838538812
280,Belmont,Liberty,0.825198696,0.174801304
281,Belmont,Louisville,0.211889083,0.788110917
282,Belmont,LSU,0.369608748,0.630391252
283,Belmont,Marquette,0.22344256,0.77655744
284,Belmont,Maryland,0.37578099,0.62421901
285,Belmont,Michigan,0.420188989,0.579811011
286,Belmont,Michigan State,0.291831636,0.708168364
287,Belmont,Minnesota,0.258256641,0.741743359
288,Belmont,Mississippi,0.267080833,0.732919167
289,Belmont,Mississippi State,0.461006282,0.538993718
290,Belmont,Montana,0.872667448,0.127332552
291,Belmont,Murray State,0.773720604,0.226279396
292,Belmont,North Dakota State,0.854116617,0.145883383
293,Belmont,Northern Kentucky,0.933246311,0.066753689
294,Belmont,North Carolina Central,0.914743648,0.085256352
295,Belmont,Nevada,0.500410689,0.499589311
296,Belmont,New Mexico State,0.73568252,0.26431748
297,Belmont,North Carolina,0.240594237,0.759405763
298,Belmont,Northeastern,0.710002307,0.289997693
299,Belmont,Ohio State,0.29033295,0.70966705
300,Belmont,Oklahoma,0.299125828,0.700874172
301,Belmont,Old Dominion,0.630994883,0.369005117
302,Belmont,Oregon,0.284414104,0.715585896
303,Belmont,Prairie View,0.86130905,0.13869095
304,Belmont,Purdue,0.410401143,0.589598857
305,Belmont,Seton Hall,0.266644751,0.733355249
306,Belmont,St. John's (NY),0.479249699,0.520750301
307,Belmont,Saint Louis,0.742550545,0.257449455
308,Belmont,Saint Mary's,0.224803045,0.775196955
309,Belmont,Syracuse,0.302517446,0.697482554
310,Belmont,Temple,0.45386161,0.54613839
311,Belmont,Tennessee,0.200604607,0.799395393
312,Belmont,Texas Tech,0.357122613,0.642877387
313,Belmont,UC-Irvine,0.652249492,0.347750508
314,Belmont,Central Florida,0.679906792,0.320093208
315,Belmont,Utah State,0.587643807,0.412356193
316,Belmont,VCU,0.27456128,0.72543872
317,Belmont,Vermont,0.615586312,0.384413688
318,Belmont,Villanova,0.181007093,0.818992907
319,Belmont,Virginia,0.418545144,0.581454856
320,Belmont,Virginia Tech,0.422874318,0.577125682
321,Belmont,Washington,0.303852599,0.696147401
322,Belmont,Wisconsin,0.191656789,0.808343211
323,Belmont,Wofford,0.483157812,0.516842188
324,Belmont,Yale,0.797224484,0.202775516
325,Bradley,Buffalo,0.226130004,0.773869996
326,Bradley,Cincinnati,0.159680415,0.840319585
327,Bradley,Colgate,0.609833304,0.390166696
328,Bradley,Duke,0.126354544,0.873645456
329,Bradley,Fairleigh Dickinson,0.555506309,0.444493691
330,Bradley,Florida,0.184643995,0.815356005
331,Bradley,Florida State,0.172848253,0.827151747
332,Bradley,Gardner-Webb,0.639492319,0.360507681
333,Bradley,Georgia State,0.528016263,0.471983737
334,Bradley,Gonzaga,0.132526953,0.867473047
335,Bradley,Houston,0.159229002,0.840770998
336,Bradley,Iona,0.469746922,0.530253078
337,Bradley,Iowa,0.172315585,0.827684415
338,Bradley,Iowa State,0.1854142,0.8145858
339,Bradley,Kansas,0.115115977,0.884884023
340,Bradley,Kansas State,0.248984164,0.751015836
341,Bradley,Kentucky,0.109714242,0.890285758
342,Bradley,Liberty,0.581762677,0.418237323
343,Bradley,Louisville,0.241173804,0.758826196
344,Bradley,LSU,0.188738174,0.811261826
345,Bradley,Marquette,0.123770531,0.876229469
346,Bradley,Maryland,0.274564184,0.725435816
347,Bradley,Michigan,0.198526338,0.801473662
348,Bradley,Michigan State,0.15898276,0.84101724
349,Bradley,Minnesota,0.173549301,0.826450699
350,Bradley,Mississippi,0.204028555,0.795971445
351,Bradley,Mississippi State,0.263333828,0.736666172
352,Bradley,Montana,0.557117272,0.442882728
353,Bradley,Murray State,0.165082747,0.834917253
354,Bradley,North Dakota State,0.601398402,0.398601598
355,Bradley,Northern Kentucky,0.646804472,0.353195528
356,Bradley,North Carolina Central,0.636340795,0.363659205
357,Bradley,Nevada,0.164383048,0.835616952
358,Bradley,New Mexico State,0.18187907,0.81812093
359,Bradley,North Carolina,0.260753722,0.739246278
360,Bradley,Northeastern,0.508751178,0.491248822
361,Bradley,Ohio State,0.227248843,0.772751157
362,Bradley,Oklahoma,0.205768065,0.794231935
363,Bradley,Old Dominion,0.164238319,0.835761681
364,Bradley,Oregon,0.197143142,0.802856858
365,Bradley,Prairie View,0.875511716,0.124488284
366,Bradley,Purdue,0.156829554,0.843170446
367,Bradley,Seton Hall,0.221896003,0.778103997
368,Bradley,St. John's (NY),0.312122494,0.687877506
369,Bradley,Saint Louis,0.217155982,0.782844018
370,Bradley,Saint Mary's,0.251834236,0.748165764
371,Bradley,Syracuse,0.203376312,0.796623688
372,Bradley,Temple,0.266956832,0.733043168
373,Bradley,Tennessee,0.147968265,0.852031735
374,Bradley,Texas Tech,0.20804417,0.79195583
375,Bradley,UC-Irvine,0.411437818,0.588562182
376,Bradley,Central Florida,0.15490589,0.84509411
377,Bradley,Utah State,0.222243294,0.777756706
378,Bradley,VCU,0.203840892,0.796159108
379,Bradley,Vermont,0.233285994,0.766714006
380,Bradley,Villanova,0.158903262,0.841096738
381,Bradley,Virginia,0.159517434,0.840482566
382,Bradley,Virginia Tech,0.27681393,0.72318607
383,Bradley,Washington,0.229384686,0.770615314
384,Bradley,Wisconsin,0.194277702,0.805722298
385,Bradley,Wofford,0.561751203,0.438248797
386,Bradley,Yale,0.601625509,0.398374491
387,Buffalo,Cincinnati,0.408457823,0.591542177
388,Buffalo,Colgate,0.86631221,0.13368779
389,Buffalo,Duke,0.180850572,0.819149428
390,Buffalo,Fairleigh Dickinson,0.964816385,0.035183615
391,Buffalo,Florida,0.455558693,0.544441307
392,Buffalo,Florida State,0.204289729,0.795710271
393,Buffalo,Gardner-Webb,0.633885246,0.366114754
394,Buffalo,Georgia State,0.798284285,0.201715715
395,Buffalo,Gonzaga,0.097070968,0.902929032
396,Buffalo,Houston,0.320973271,0.679026729
397,Buffalo,Iona,0.85332009,0.14667991
398,Buffalo,Iowa,0.50835908,0.49164092
399,Buffalo,Iowa State,0.283331259,0.716668741
400,Buffalo,Kansas,0.419047663,0.580952337
401,Buffalo,Kansas State,0.271945193,0.728054807
402,Buffalo,Kentucky,0.284162525,0.715837475
403,Buffalo,Liberty,0.62975106,0.37024894
404,Buffalo,Louisville,0.43390775,0.56609225
405,Buffalo,LSU,0.32226991,0.67773009
406,Buffalo,Marquette,0.397122291,0.602877709
407,Buffalo,Maryland,0.439434028,0.560565972
408,Buffalo,Michigan,0.188876751,0.811123249
409,Buffalo,Michigan State,0.263600945,0.736399055
410,Buffalo,Minnesota,0.518397487,0.481602513
411,Buffalo,Mississippi,0.525390789,0.474609211
412,Buffalo,Mississippi State,0.28439745,0.71560255
413,Buffalo,Montana,0.855009841,0.144990159
414,Buffalo,Murray State,0.470630564,0.529369436
415,Buffalo,North Dakota State,0.895091143,0.104908857
416,Buffalo,Northern Kentucky,0.868050831,0.131949169
417,Buffalo,North Carolina Central,0.882218489,0.117781511
418,Buffalo,Nevada,0.349961336,0.650038664
419,Buffalo,New Mexico State,0.50565848,0.49434152
420,Buffalo,North Carolina,0.161043373,0.838956627
421,Buffalo,Northeastern,0.851822964,0.148177036
422,Buffalo,Ohio State,0.487776659,0.512223341
423,Buffalo,Oklahoma,0.469806275,0.530193725
424,Buffalo,Old Dominion,0.635803216,0.364196784
425,Buffalo,Oregon,0.433249713,0.566750287
426,Buffalo,Prairie View,0.928257479,0.071742521
427,Buffalo,Purdue,0.239533347,0.760466653
428,Buffalo,Seton Hall,0.575059837,0.424940163
429,Buffalo,St. John's (NY),0.612141406,0.387858594
430,Buffalo,Saint Louis,0.739947191,0.260052809
431,Buffalo,Saint Mary's,0.463324978,0.536675022
432,Buffalo,Syracuse,0.453881932,0.546118068
433,Buffalo,Temple,0.596142463,0.403857537
434,Buffalo,Tennessee,0.186551674,0.813448326
435,Buffalo,Texas Tech,0.189488217,0.810511783
436,Buffalo,UC-Irvine,0.764552869,0.235447131
437,Buffalo,Central Florida,0.484665833,0.515334167
438,Buffalo,Utah State,0.338376152,0.661623848
439,Buffalo,VCU,0.457927055,0.542072945
440,Buffalo,Vermont,0.721417581,0.278582419
441,Buffalo,Villanova,0.389987172,0.610012828
442,Buffalo,Virginia,0.101569402,0.898430598
443,Buffalo,Virginia Tech,0.204895973,0.795104027
444,Buffalo,Washington,0.496841112,0.503158888
445,Buffalo,Wisconsin,0.3824821,0.6175179
446,Buffalo,Wofford,0.563827767,0.436172233
447,Buffalo,Yale,0.711801296,0.288198704
448,Cincinnati,Colgate,0.761161174,0.238838826
449,Cincinnati,Duke,0.215760406,0.784239594
450,Cincinnati,Fairleigh Dickinson,0.756136381,0.243863619
451,Cincinnati,Florida,0.182743263,0.817256737
452,Cincinnati,Florida State,0.634478093,0.365521907
453,Cincinnati,Gardner-Webb,0.781859061,0.218140939
454,Cincinnati,Georgia State,0.571407748,0.428592252
455,Cincinnati,Gonzaga,0.262041833,0.737958167
456,Cincinnati,Houston,0.631376775,0.368623225
457,Cincinnati,Iona,0.94528581,0.05471419
458,Cincinnati,Iowa,0.718908924,0.281091076
459,Cincinnati,Iowa State,0.541722203,0.458277797
460,Cincinnati,Kansas,0.321824463,0.678175537
461,Cincinnati,Kansas State,0.691580324,0.308419676
462,Cincinnati,Kentucky,0.40324301,0.59675699
463,Cincinnati,Liberty,0.519680844,0.480319156
464,Cincinnati,Louisville,0.426953571,0.573046429
465,Cincinnati,LSU,0.686369434,0.313630566
466,Cincinnati,Marquette,0.735429063,0.264570937
467,Cincinnati,Maryland,0.786761593,0.213238407
468,Cincinnati,Michigan,0.447966122,0.552033878
469,Cincinnati,Michigan State,0.394737097,0.605262903
470,Cincinnati,Minnesota,0.796271694,0.203728306
471,Cincinnati,Mississippi,0.520374832,0.479625168
472,Cincinnati,Mississippi State,0.569145456,0.430854544
473,Cincinnati,Montana,0.679355389,0.320644611
474,Cincinnati,Murray State,0.69151738,0.30848262
475,Cincinnati,North Dakota State,0.929566345,0.070433655
476,Cincinnati,Northern Kentucky,0.763770681,0.236229319
477,Cincinnati,North Carolina Central,0.885569872,0.114430128
478,Cincinnati,Nevada,0.506549782,0.493450218
479,Cincinnati,New Mexico State,0.498764342,0.501235658
480,Cincinnati,North Carolina,0.478706889,0.521293111
481,Cincinnati,Northeastern,0.756580821,0.243419179
482,Cincinnati,Ohio State,0.447438834,0.552561166
483,Cincinnati,Oklahoma,0.651358748,0.348641252
484,Cincinnati,Old Dominion,0.742530025,0.257469975
485,Cincinnati,Oregon,0.468885022,0.531114978
486,Cincinnati,Prairie View,0.940641372,0.059358628
487,Cincinnati,Purdue,0.510813714,0.489186286
488,Cincinnati,Seton Hall,0.761963563,0.238036437
489,Cincinnati,St. John's (NY),0.730617164,0.269382836
490,Cincinnati,Saint Louis,0.788627207,0.211372793
491,Cincinnati,Saint Mary's,0.593548662,0.406451338
492,Cincinnati,Syracuse,0.21369045,0.78630955
493,Cincinnati,Temple,0.702640899,0.297359101
494,Cincinnati,Tennessee,0.60099045,0.39900955
495,Cincinnati,Texas Tech,0.546284468,0.453715532
496,Cincinnati,UC-Irvine,0.756262697,0.243737303
497,Cincinnati,Central Florida,0.676766823,0.323233177
498,Cincinnati,Utah State,0.732001993,0.267998007
499,Cincinnati,VCU,0.559317379,0.440682621
500,Cincinnati,Vermont,0.520061166,0.479938834
501,Cincinnati,Villanova,0.532964599,0.467035401
502,Cincinnati,Virginia,0.398417893,0.601582107
503,Cincinnati,Virginia Tech,0.509638931,0.490361069
504,Cincinnati,Washington,0.491655522,0.508344478
505,Cincinnati,Wisconsin,0.233772151,0.766227849
506,Cincinnati,Wofford,0.558150332,0.441849668
507,Cincinnati,Yale,0.785264992,0.214735008
508,Colgate,Duke,0.057595319,0.942404681
509,Colgate,Fairleigh Dickinson,0.733608385,0.266391615
510,Colgate,Florida,0.187097513,0.812902487
511,Colgate,Florida State,0.067888447,0.932111553
512,Colgate,Gardner-Webb,0.380557124,0.619442876
513,Colgate,Georgia State,0.127080343,0.872919657
514,Colgate,Gonzaga,0.101729813,0.898270187
515,Colgate,Houston,0.095232842,0.904767158
516,Colgate,Iona,0.49233274,0.50766726
517,Colgate,Iowa,0.079423981,0.920576019
518,Colgate,Iowa State,0.074133413,0.925866587
519,Colgate,Kansas,0.082984825,0.917015175
520,Colgate,Kansas State,0.138205779,0.861794221
521,Colgate,Kentucky,0.053139478,0.946860522
522,Colgate,Liberty,0.464529876,0.535470124
523,Colgate,Louisville,0.06758793,0.93241207
524,Colgate,LSU,0.093921625,0.906078375
525,Colgate,Marquette,0.067798929,0.932201071
526,Colgate,Maryland,0.101617307,0.898382693
527,Colgate,Michigan,0.139849791,0.860150209
528,Colgate,Michigan State,0.09543822,0.90456178
529,Colgate,Minnesota,0.093187034,0.906812966
530,Colgate,Mississippi,0.097556799,0.902443201
531,Colgate,Mississippi State,0.093319379,0.906680621
532,Colgate,Montana,0.356360649,0.643639351
533,Colgate,Murray State,0.264192503,0.735807497
534,Colgate,North Dakota State,0.540675966,0.459324034
535,Colgate,Northern Kentucky,0.419177136,0.580822864
536,Colgate,North Carolina Central,0.565606029,0.434393971
537,Colgate,Nevada,0.120743666,0.879256334
538,Colgate,New Mexico State,0.042312181,0.957687819
539,Colgate,North Carolina,0.061764671,0.938235329
540,Colgate,Northeastern,0.149994849,0.850005151
541,Colgate,Ohio State,0.182128996,0.817871004
542,Colgate,Oklahoma,0.074877891,0.925122109
