ID,Pred
2019_1113_1385,0.651113793
2019_1113_1387,0.861418987
2019_1113_1388,0.233483912
2019_1113_1393,0.277249329
2019_1113_1396,0.623009976
2019_1113_1397,0.274688504
2019_1113_1403,0.501789472
2019_1113_1414,0.552490381
2019_1113_1416,0.542677512
2019_1113_1429,0.654101417
2019_1113_1433,0.3787004
2019_1113_1436,0.533814126
2019_1113_1437,0.288013042
2019_1113_1438,0.306190728
2019_1113_1439,0.458059758
2019_1113_1449,0.342852632
2019_1113_1458,0.217343967
2019_1113_1459,0.541064708
2019_1113_1463,0.647184031
2019_1120_1124,0.483226715
2019_1120_1125,0.578975561
2019_1120_1133,0.789591349
2019_1120_1138,0.657381054
2019_1120_1153,0.22553237
2019_1120_1159,0.697346865
2019_1120_1181,0.249774486
2019_1120_1192,0.732094215
2019_1120_1196,0.431795007
2019_1120_1199,0.304705876
2019_1120_1205,0.727746003
2019_1120_1209,0.573198217
2019_1120_1211,0.190065629
2019_1120_1222,0.669365505
2019_1120_1233,0.899424106
2019_1120_1234,0.374339058
2019_1120_1235,0.350206281
2019_1120_1242,0.41750241
2019_1120_1243,0.36565101
2019_1120_1246,0.271626545
2019_1120_1251,0.654079299
2019_1120_1257,0.48676731
2019_1120_1261,0.332973924
2019_1120_1266,0.299614393
2019_1120_1268,0.385807652
2019_1120_1276,0.192601064
2019_1120_1277,0.269890925
2019_1120_1278,0.564859941
2019_1120_1279,0.523260526
2019_1120_1280,0.584914838
2019_1120_1285,0.670004094
2019_1120_1293,0.697331272
2019_1120_1295,0.886678272
2019_1120_1297,0.650529366
2019_1120_1300,0.906919149
2019_1120_1305,0.609421556
2019_1120_1308,0.650083326
2019_1120_1314,0.367058163
2019_1120_1318,0.702351125
2019_1120_1326,0.499768103
2019_1120_1328,0.536308379
2019_1120_1330,0.727889823
2019_1120_1332,0.52275568
2019_1120_1341,0.979962739
2019_1120_1345,0.226485503
2019_1120_1371,0.557375667
2019_1120_1385,0.519213769
2019_1120_1387,0.777115632
2019_1120_1388,0.553198057
2019_1120_1393,0.447046139
2019_1120_1396,0.550284611
2019_1120_1397,0.36211305
2019_1120_1403,0.256638797
2019_1120_1414,0.787788861
2019_1120_1416,0.623113838
2019_1120_1429,0.52176329
2019_1120_1433,0.36403493
2019_1120_1436,0.669297877
2019_1120_1437,0.449271089
2019_1120_1438,0.359457263
2019_1120_1439,0.330281278
2019_1120_1449,0.361354336
2019_1120_1458,0.44666279
2019_1120_1459,0.68602751
2019_1120_1463,0.740210022
2019_1124_1125,0.509811315
2019_1124_1133,0.713365424
2019_1124_1138,0.504248243
2019_1124_1153,0.407308304
2019_1124_1159,0.663618207
2019_1124_1181,0.198925789
2019_1124_1192,0.640283329
2019_1124_1196,0.228702837
2019_1124_1199,0.573578307
2019_1124_1205,0.676690989
2019_1124_1209,0.504491657
2019_1124_1211,0.3252805
2019_1124_1222,0.600139496
2019_1124_1233,0.921500196
2019_1124_1234,0.573486466
2019_1124_1235,0.478313207
2019_1124_1242,0.297120339
2019_1124_1243,0.508534558
2019_1124_1246,0.225028809
2019_1124_1251,0.465486827
2019_1124_1257,0.24417692
2019_1124_1261,0.63618633
2019_1124_1266,0.534419722
2019_1124_1268,0.453270532
2019_1124_1276,0.38395944
2019_1124_1277,0.233360854
2019_1124_1278,0.637840751
2019_1124_1279,0.470692066
2019_1124_1280,0.527105222
2019_1124_1285,0.579943093
2019_1124_1293,0.491001421
2019_1124_1295,0.884262011
2019_1124_1297,0.674042837
2019_1124_1300,0.709772203
2019_1124_1305,0.46655387
2019_1124_1308,0.415877323
2019_1124_1314,0.340174163
2019_1124_1318,0.537057763
2019_1124_1326,0.174226656
2019_1124_1328,0.470145653
2019_1124_1330,0.56842447
2019_1124_1332,0.424500831
2019_1124_1341,0.885929169
2019_1124_1345,0.472338449
2019_1124_1371,0.626123775
2019_1124_1385,0.689146724
2019_1124_1387,0.772737084
2019_1124_1388,0.488217266
2019_1124_1393,0.261366141
2019_1124_1396,0.75459935
2019_1124_1397,0.579409351
2019_1124_1403,0.522437978
2019_1124_1414,0.572827032
2019_1124_1416,0.490892136
2019_1124_1429,0.607533092
2019_1124_1433,0.562929229
2019_1124_1436,0.509392543
2019_1124_1437,0.261267978
2019_1124_1438,0.412502924
2019_1124_1439,0.482506462
2019_1124_1449,0.544971773
2019_1124_1458,0.164361749
2019_1124_1459,0.543953564
2019_1124_1463,0.648526286
2019_1125_1133,0.545432305
2019_1125_1138,0.571169497
2019_1125_1153,0.273589338
2019_1125_1159,0.92118344
2019_1125_1181,0.204211539
2019_1125_1192,0.955396532
2019_1125_1196,0.348181274
2019_1125_1199,0.415731171
2019_1125_1205,0.967200068
2019_1125_1209,0.582619238
2019_1125_1211,0.167312834
2019_1125_1222,0.5805564
2019_1125_1233,0.874611546
2019_1125_1234,0.453208866
2019_1125_1235,0.29305941
2019_1125_1242,0.252218758
2019_1125_1243,0.370535841
2019_1125_1246,0.223196805
2019_1125_1251,0.798855655
2019_1125_1257,0.264829617
2019_1125_1261,0.378471177
2019_1125_1266,0.240388645
2019_1125_1268,0.348668327
2019_1125_1276,0.411302221
2019_1125_1277,0.289757112
2019_1125_1278,0.257744437
2019_1125_1279,0.292823135
2019_1125_1280,0.481020551
2019_1125_1285,0.857675946
2019_1125_1293,0.780681123
2019_1125_1295,0.850492185
2019_1125_1297,0.939653513
2019_1125_1300,0.922567891
2019_1125_1305,0.536648515
2019_1125_1308,0.697710134
2019_1125_1314,0.260449622
2019_1125_1318,0.696213276
2019_1125_1326,0.332441866
2019_1125_1328,0.291250994
2019_1125_1330,0.627712042
2019_1125_1332,0.324517661
2019_1125_1341,0.869208572
2019_1125_1345,0.383610267
2019_1125_1371,0.261220693
2019_1125_1385,0.474338534
2019_1125_1387,0.726498086
2019_1125_1388,0.232364102
2019_1125_1393,0.335249097
2019_1125_1396,0.460667244
2019_1125_1397,0.22920328
2019_1125_1403,0.412798212
2019_1125_1414,0.627745351
2019_1125_1416,0.702845273
2019_1125_1429,0.622109941
2019_1125_1433,0.256239533
2019_1125_1436,0.609896829
2019_1125_1437,0.19362922
2019_1125_1438,0.395223429
2019_1125_1439,0.441456433
2019_1125_1449,0.306652847
2019_1125_1458,0.21159663
2019_1125_1459,0.488858144
2019_1125_1463,0.773347409
2019_1133_1138,0.255788968
2019_1133_1153,0.168520197
2019_1133_1159,0.593193048
2019_1133_1181,0.174277164
2019_1133_1192,0.519801951
2019_1133_1196,0.2021799
2019_1133_1199,0.18280614
2019_1133_1205,0.624622059
2019_1133_1209,0.54840039
2019_1133_1211,0.183182715
2019_1133_1222,0.219975509
2019_1133_1233,0.468178802
2019_1133_1234,0.196496729
2019_1133_1235,0.208811203
2019_1133_1242,0.177230469
2019_1133_1243,0.284472885
2019_1133_1246,0.169193264
2019_1133_1251,0.590236705
2019_1133_1257,0.284567888
2019_1133_1261,0.196959535
2019_1133_1266,0.165803365
2019_1133_1268,0.27859461
2019_1133_1276,0.227064968
2019_1133_1277,0.202685052
2019_1133_1278,0.241248811
2019_1133_1279,0.247786104
2019_1133_1280,0.265926855
2019_1133_1285,0.56205462
2019_1133_1293,0.184006884
2019_1133_1295,0.597130955
2019_1133_1297,0.662086863
2019_1133_1300,0.619894869
2019_1133_1305,0.201511387
2019_1133_1308,0.221716144
2019_1133_1314,0.30399979
2019_1133_1318,0.525979262
2019_1133_1326,0.271423068
2019_1133_1328,0.2536418
2019_1133_1330,0.205782384
2019_1133_1332,0.245359742
2019_1133_1341,0.878799853
2019_1133_1345,0.183445274
2019_1133_1371,0.282253477
2019_1133_1385,0.299604754
2019_1133_1387,0.25791519
2019_1133_1388,0.294450845
2019_1133_1393,0.218290399
2019_1133_1396,0.302150994
2019_1133_1397,0.197473813
2019_1133_1403,0.236798778
2019_1133_1414,0.453594743
2019_1133_1416,0.19478284
2019_1133_1429,0.270498906
2019_1133_1433,0.238779269
2019_1133_1436,0.247294274
2019_1133_1437,0.210671814
2019_1133_1438,0.190594746
2019_1133_1439,0.29894324
2019_1133_1449,0.251777865
2019_1133_1458,0.216510595
2019_1133_1459,0.591937106
2019_1133_1463,0.604604586
2019_1138_1153,0.469223075
2019_1138_1159,0.841556061
2019_1138_1181,0.221998772
2019_1138_1192,0.968465573
2019_1138_1196,0.478735579
2019_1138_1199,0.243046122
2019_1138_1205,0.631076636
2019_1138_1209,0.803641211
2019_1138_1211,0.110450764
2019_1138_1222,0.362518026
2019_1138_1233,0.843412541
2019_1138_1234,0.504946347
2019_1138_1235,0.308748576
2019_1138_1242,0.459488765
2019_1138_1243,0.321987151
2019_1138_1246,0.257089443
2019_1138_1251,0.591398296
2019_1138_1257,0.471753402
2019_1138_1261,0.333784872
2019_1138_1266,0.389916971
2019_1138_1268,0.458677752
2019_1138_1276,0.168306178
2019_1138_1277,0.244392029
2019_1138_1278,0.560333883
2019_1138_1279,0.515615675
2019_1138_1280,0.288662111
2019_1138_1285,0.863788956
2019_1138_1293,0.465533247
2019_1138_1295,0.873430988
2019_1138_1297,0.871932629
2019_1138_1300,0.853224886
2019_1138_1305,0.351623456
2019_1138_1308,0.525833454
2019_1138_1314,0.185449044
2019_1138_1318,0.840927761
2019_1138_1326,0.515759243
2019_1138_1328,0.5185894
2019_1138_1330,0.652220607
2019_1138_1332,0.472203986
2019_1138_1341,0.927526113
2019_1138_1345,0.300205784
2019_1138_1371,0.575857492
2019_1138_1385,0.627370754
2019_1138_1387,0.718919248
2019_1138_1388,0.4814492
2019_1138_1393,0.484476786
2019_1138_1396,0.625777561
2019_1138_1397,0.207547601
2019_1138_1403,0.185439683
2019_1138_1414,0.756213327
2019_1138_1416,0.471072358
2019_1138_1429,0.284161166
2019_1138_1433,0.45185273
2019_1138_1436,0.733553823
2019_1138_1437,0.442810077
2019_1138_1438,0.133899514
2019_1138_1439,0.187798006
2019_1138_1449,0.50583629
2019_1138_1458,0.416251004
2019_1138_1459,0.546267022
2019_1138_1463,0.698280379
2019_1153_1159,0.738753012
2019_1153_1181,0.257540326
2019_1153_1192,0.719900461
2019_1153_1196,0.195232164
2019_1153_1199,0.58651996
2019_1153_1205,0.754888325
2019_1153_1209,0.54896073
2019_1153_1211,0.305131786
2019_1153_1222,0.628921294
2019_1153_1233,0.953444038
2019_1153_1234,0.734868408
2019_1153_1235,0.546372135
2019_1153_1242,0.281007344
2019_1153_1243,0.670822107
2019_1153_1246,0.346596124
2019_1153_1251,0.504931171
2019_1153_1257,0.405027921
2019_1153_1261,0.675307036
2019_1153_1266,0.736403329
2019_1153_1268,0.718150256
2019_1153_1276,0.434731049
2019_1153_1277,0.344909476
2019_1153_1278,0.827592301
2019_1153_1279,0.538330825
2019_1153_1280,0.539154988
2019_1153_1285,0.666006347
2019_1153_1293,0.680368241
2019_1153_1295,0.939182668
2019_1153_1297,0.731276654
2019_1153_1300,0.88701792
2019_1153_1305,0.506703074
2019_1153_1308,0.500189445
2019_1153_1314,0.424324595
2019_1153_1318,0.717755107
2019_1153_1326,0.425903694
2019_1153_1328,0.679969772
2019_1153_1330,0.75683968
2019_1153_1332,0.480347801
2019_1153_1341,0.952190431
2019_1153_1345,0.519165544
2019_1153_1371,0.787755732
2019_1153_1385,0.745646972
2019_1153_1387,0.818618027
2019_1153_1388,0.605424519
2019_1153_1393,0.215241738
2019_1153_1396,0.722226685
2019_1153_1397,0.64479646
2019_1153_1403,0.552285174
2019_1153_1414,0.746948754
2019_1153_1416,0.649693021
2019_1153_1429,0.710594173
2019_1153_1433,0.552761363
2019_1153_1436,0.498305184
2019_1153_1437,0.541506079
2019_1153_1438,0.408833074
2019_1153_1439,0.448291905
2019_1153_1449,0.4913453
2019_1153_1458,0.240350049
2019_1153_1459,0.545646515
2019_1153_1463,0.77399247
2019_1159_1181,0.057245066
2019_1159_1192,0.696851524
2019_1159_1196,0.207803018
2019_1159_1199,0.091623881
2019_1159_1205,0.41007759
2019_1159_1209,0.15176749
2019_1159_1211,0.1026682
2019_1159_1222,0.092243853
2019_1159_1233,0.531673732
2019_1159_1234,0.094966102
2019_1159_1235,0.060230497
2019_1159_1242,0.082534167
2019_1159_1243,0.146426095
2019_1159_1246,0.048919017
2019_1159_1251,0.454071627
2019_1159_1257,0.064998522
2019_1159_1261,0.103111719
2019_1159_1266,0.060823085
2019_1159_1268,0.102736132
2019_1159_1276,0.142028593
2019_1159_1277,0.099547044
2019_1159_1278,0.119495983
2019_1159_1279,0.090389965
2019_1159_1280,0.101201724
2019_1159_1285,0.331842631
2019_1159_1293,0.284867271
2019_1159_1295,0.546064514
2019_1159_1297,0.442504982
2019_1159_1300,0.572644727
2019_1159_1305,0.125700319
2019_1159_1308,0.061302664
2019_1159_1314,0.050855386
2019_1159_1318,0.12942184
2019_1159_1326,0.225332293
2019_1159_1328,0.075109728
2019_1159_1330,0.103290275
2019_1159_1332,0.078663611
2019_1159_1341,0.477697641
2019_1159_1345,0.098598556
2019_1159_1371,0.137386214
2019_1159_1385,0.131517888
2019_1159_1387,0.075907946
2019_1159_1388,0.026001326
2019_1159_1393,0.187906349
2019_1159_1396,0.153295279
2019_1159_1397,0.108235354
2019_1159_1403,0.120139125
2019_1159_1414,0.150935527
2019_1159_1416,0.093205653
2019_1159_1429,0.054258615
2019_1159_1433,0.077509971
2019_1159_1436,0.047151645
2019_1159_1437,0.095581453
2019_1159_1438,0.16061696
2019_1159_1439,0.136629503
2019_1159_1449,0.097881196
2019_1159_1458,0.089166765
2019_1159_1459,0.135248144
2019_1159_1463,0.448911022
2019_1181_1192,0.983866253
2019_1181_1196,0.795135483
2019_1181_1199,0.673377274
2019_1181_1205,0.986672953
2019_1181_1209,0.905910136
2019_1181_1211,0.64541364
2019_1181_1222,0.692472391
2019_1181_1233,0.971870516
2019_1181_1234,0.81998712
2019_1181_1235,0.752548754
2019_1181_1242,0.689993142
2019_1181_1243,0.622755254
2019_1181_1246,0.620478578
2019_1181_1251,0.717767227
2019_1181_1257,0.827666339
2019_1181_1261,0.65857554
2019_1181_1266,0.93364097
2019_1181_1268,0.894556953
2019_1181_1276,0.683887766
2019_1181_1277,0.732571174
2019_1181_1278,0.779364
2019_1181_1279,0.867167799
2019_1181_1280,0.728177975
2019_1181_1285,0.987531275
2019_1181_1293,0.90340682
2019_1181_1295,0.983240015
2019_1181_1297,0.978994857
2019_1181_1300,0.947970108
2019_1181_1305,0.691050414
2019_1181_1308,0.777471793
2019_1181_1314,0.70637384
2019_1181_1318,0.939510267
2019_1181_1326,0.786656268
2019_1181_1328,0.83067524
2019_1181_1330,0.735215943
2019_1181_1332,0.884398453
2019_1181_1341,0.887559036
2019_1181_1345,0.722205862
2019_1181_1371,0.71070258
2019_1181_1385,0.664092819
2019_1181_1387,0.861134246
2019_1181_1388,0.779244841
2019_1181_1393,0.774641699
2019_1181_1396,0.706182791
2019_1181_1397,0.792747866
2019_1181_1403,0.710181554
2019_1181_1414,0.874599079
2019_1181_1416,0.778079143
2019_1181_1429,0.763898787
2019_1181_1433,0.833903911
2019_1181_1436,0.918696439
2019_1181_1437,0.590659722
2019_1181_1438,0.501082262
2019_1181_1439,0.754249066
2019_1181_1449,0.78987187
2019_1181_1458,0.722764717
2019_1181_1459,0.733068266
2019_1181_1463,0.972235924
2019_1192_1196,0.10730495
2019_1192_1199,0.07949629
2019_1192_1205,0.152917654
2019_1192_1209,0.080430462
2019_1192_1211,0.121271872
2019_1192_1222,0.106601075
2019_1192_1233,0.2671774
2019_1192_1234,0.062126361
2019_1192_1235,0.038644855
2019_1192_1242,0.051377483
2019_1192_1243,0.107830637
2019_1192_1246,0.10166868
2019_1192_1251,0.309963252
2019_1192_1257,0.05089456
2019_1192_1261,0.105309632
2019_1192_1266,0.125499542
2019_1192_1268,0.162237496
2019_1192_1276,0.110095408
2019_1192_1277,0.189380509
2019_1192_1278,0.078236368
2019_1192_1279,0.039314782
2019_1192_1280,0.097630558
2019_1192_1285,0.243101568
2019_1192_1293,0.201883943
2019_1192_1295,0.207242142
2019_1192_1297,0.117225195
2019_1192_1300,0.229545938
2019_1192_1305,0.09769604
2019_1192_1308,0.053889831
2019_1192_1314,0.087044362
2019_1192_1318,0.087076031
2019_1192_1326,0.049922338
2019_1192_1328,0.043684439
2019_1192_1330,0.100917064
2019_1192_1332,0.017457677
2019_1192_1341,0.397442449
2019_1192_1345,0.074683073
2019_1192_1371,0.106422446
2019_1192_1385,0.119229296
2019_1192_1387,0.090301829
2019_1192_1388,0.071865006
2019_1192_1393,0.112332041
2019_1192_1396,0.119154625
2019_1192_1397,0.088458996
2019_1192_1403,0.097371971
2019_1192_1414,0.074916112
2019_1192_1416,0.052588987
2019_1192_1429,0.07621963
2019_1192_1433,0.066662988
2019_1192_1436,0.048371681
2019_1192_1437,0.05586229
2019_1192_1438,0.149040321
2019_1192_1439,0.097900361
2019_1192_1449,0.102720254
2019_1192_1458,0.05767673
2019_1192_1459,0.154070717
2019_1192_1463,0.30242105
2019_1196_1199,0.689574294
2019_1196_1205,0.687086366
2019_1196_1209,0.518834535
2019_1196_1211,0.427752457
2019_1196_1222,0.663478992
2019_1196_1233,0.921140074
2019_1196_1234,0.542570183
2019_1196_1235,0.642398552
2019_1196_1242,0.280306859
2019_1196_1243,0.693969409
2019_1196_1246,0.424385226
2019_1196_1251,0.577240288
2019_1196_1257,0.669904539
2019_1196_1261,0.627339499
2019_1196_1266,0.802679367
2019_1196_1268,0.815878304
2019_1196_1276,0.628367208
2019_1196_1277,0.496935882
2019_1196_1278,0.678678669
2019_1196_1279,0.618103311
2019_1196_1280,0.665301971
2019_1196_1285,0.520620228
2019_1196_1293,0.577297965
2019_1196_1295,0.86256733
2019_1196_1297,0.655774309
2019_1196_1300,0.725226196
2019_1196_1305,0.628766514
2019_1196_1308,0.599007582
2019_1196_1314,0.361798264
2019_1196_1318,0.607028392
2019_1196_1326,0.744835558
2019_1196_1328,0.64787863
2019_1196_1330,0.725213492
2019_1196_1332,0.596537237
2019_1196_1341,0.847716317
2019_1196_1345,0.752296919
2019_1196_1371,0.627382707
2019_1196_1385,0.675331286
2019_1196_1387,0.71698855
2019_1196_1388,0.649429701
2019_1196_1393,0.585536436
2019_1196_1396,0.603697455
2019_1196_1397,0.650861001
2019_1196_1403,0.645718296
2019_1196_1414,0.670017432
2019_1196_1416,0.673725191
2019_1196_1429,0.69372843
2019_1196_1433,0.673380459
2019_1196_1436,0.601228306
2019_1196_1437,0.653426537
2019_1196_1438,0.685415726
2019_1196_1439,0.591202247
2019_1196_1449,0.551528662
2019_1196_1458,0.510300859
2019_1196_1459,0.614679497
2019_1196_1463,0.744306188
2019_1199_1205,0.680749288
2019_1199_1209,0.770902216
2019_1199_1211,0.297816827
2019_1199_1222,0.633953859
2019_1199_1233,0.961781347
2019_1199_1234,0.750646209
2019_1199_1235,0.50889575
2019_1199_1242,0.184373437
2019_1199_1243,0.653043111
2019_1199_1246,0.181779355
2019_1199_1251,0.526656423
2019_1199_1257,0.363439541
2019_1199_1261,0.757979784
2019_1199_1266,0.607758344
2019_1199_1268,0.650366307
2019_1199_1276,0.352260945
2019_1199_1277,0.224324283
2019_1199_1278,0.676214089
2019_1199_1279,0.830485027
2019_1199_1280,0.692889641
2019_1199_1285,0.661946173
2019_1199_1293,0.569568017
2019_1199_1295,0.95972397
2019_1199_1297,0.674940933
2019_1199_1300,0.938889293
2019_1199_1305,0.420060539
2019_1199_1308,0.554692049
2019_1199_1314,0.298868349
2019_1199_1318,0.631696598
2019_1199_1326,0.456861819
2019_1199_1328,0.645653678
2019_1199_1330,0.738035573
2019_1199_1332,0.719151122
2019_1199_1341,0.873204876
2019_1199_1345,0.445383226
2019_1199_1371,0.766657228
2019_1199_1385,0.743868642
2019_1199_1387,0.84065872
2019_1199_1388,0.507055194
2019_1199_1393,0.443611472
2019_1199_1396,0.745171648
2019_1199_1397,0.595928562
2019_1199_1403,0.554999067
2019_1199_1414,0.625014202
2019_1199_1416,0.443843985
2019_1199_1429,0.551347783
2019_1199_1433,0.540213962
2019_1199_1436,0.627996937
2019_1199_1437,0.250643695
2019_1199_1438,0.47045706
2019_1199_1439,0.496805628
2019_1199_1449,0.700379775
2019_1199_1458,0.188908171
2019_1199_1459,0.552433787
2019_1199_1463,0.745064559
2019_1205_1209,0.187499483
2019_1205_1211,0.120367558
2019_1205_1222,0.10040155
2019_1205_1233,0.377132102
2019_1205_1234,0.08455838
2019_1205_1235,0.044201108
2019_1205_1242,0.064448379
2019_1205_1243,0.095388642
2019_1205_1246,0.088252162
2019_1205_1251,0.594230635
2019_1205_1257,0.08208111
2019_1205_1261,0.121485297
2019_1205_1266,0.136362381
2019_1205_1268,0.178033301
2019_1205_1276,0.100719237
2019_1205_1277,0.169580315
2019_1205_1278,0.092071398
2019_1205_1279,0.085838549
2019_1205_1280,0.123365697
2019_1205_1285,0.321608475
2019_1205_1293,0.271671074
2019_1205_1295,0.284714359
2019_1205_1297,0.591997871
2019_1205_1300,0.692741397
2019_1205_1305,0.080546428
2019_1205_1308,0.09679146
2019_1205_1314,0.098190973
2019_1205_1318,0.165007511
2019_1205_1326,0.086446345
2019_1205_1328,0.095601165
2019_1205_1330,0.122890054
2019_1205_1332,0.074525278
2019_1205_1341,0.43664227
2019_1205_1345,0.108254633
2019_1205_1371,0.132085864
2019_1205_1385,0.131066632
2019_1205_1387,0.119613593
2019_1205_1388,0.078833841
2019_1205_1393,0.103224378
2019_1205_1396,0.135144689
2019_1205_1397,0.095767623
2019_1205_1403,0.088342082
2019_1205_1414,0.151828002
2019_1205_1416,0.052632061
2019_1205_1429,0.075313105
2019_1205_1433,0.063700637
2019_1205_1436,0.155967115
2019_1205_1437,0.099473646
2019_1205_1438,0.111169581
2019_1205_1439,0.082926383
2019_1205_1449,0.133653509
2019_1205_1458,0.078345301
2019_1205_1459,0.16954787
2019_1205_1463,0.393279976
2019_1209_1211,0.102271479
2019_1209_1222,0.191787073
2019_1209_1233,0.638267136
2019_1209_1234,0.205126132
2019_1209_1235,0.247842713
2019_1209_1242,0.284505356
2019_1209_1243,0.172235428
2019_1209_1246,0.138788494
2019_1209_1251,0.640528074
2019_1209_1257,0.347518526
2019_1209_1261,0.103065149
2019_1209_1266,0.329314201
2019_1209_1268,0.296520878
2019_1209_1276,0.102262482
2019_1209_1277,0.189301173
2019_1209_1278,0.395948604
2019_1209_1279,0.167765816
2019_1209_1280,0.339627162
2019_1209_1285,0.533325119
2019_1209_1293,0.176697394
2019_1209_1295,0.747499207
2019_1209_1297,0.632803784
2019_1209_1300,0.902733997
2019_1209_1305,0.212238597
2019_1209_1308,0.271002352
2019_1209_1314,0.152672794
2019_1209_1318,0.620139954
2019_1209_1326,0.293834766
2019_1209_1328,0.310781859
2019_1209_1330,0.413383599
2019_1209_1332,0.102736696
2019_1209_1341,0.819305571
2019_1209_1345,0.297886246
2019_1209_1371,0.296692953
2019_1209_1385,0.392740054
2019_1209_1387,0.230164947
2019_1209_1388,0.30945036
2019_1209_1393,0.223465129
2019_1209_1396,0.297661845
2019_1209_1397,0.098339223
2019_1209_1403,0.178324026
2019_1209_1414,0.547781719
2019_1209_1416,0.337122188
2019_1209_1429,0.354484768
2019_1209_1433,0.23868856
2019_1209_1436,0.183842446
2019_1209_1437,0.213290206
2019_1209_1438,0.131481563
2019_1209_1439,0.356057648
2019_1209_1449,0.218345559
2019_1209_1458,0.180219973
2019_1209_1459,0.623838808
2019_1209_1463,0.712905748
2019_1211_1222,0.620162579
2019_1211_1233,0.976903574
2019_1211_1234,0.890289697
2019_1211_1235,0.678537445
2019_1211_1242,0.495722967
2019_1211_1243,0.599041884
2019_1211_1246,0.567216502
2019_1211_1251,0.860421221
2019_1211_1257,0.787035493
2019_1211_1261,0.703129705
2019_1211_1266,0.786880045
2019_1211_1268,0.795813685
2019_1211_1276,0.607940903
2019_1211_1277,0.775759725
2019_1211_1278,0.82506075
2019_1211_1279,0.819230488
2019_1211_1280,0.791276589
2019_1211_1285,0.970419944
2019_1211_1293,0.97411523
2019_1211_1295,0.981322066
2019_1211_1297,0.975649761
2019_1211_1300,0.965051608
2019_1211_1305,0.742591625
2019_1211_1308,0.864746859
2019_1211_1314,0.464671331
2019_1211_1318,0.978563085
2019_1211_1326,0.840021283
2019_1211_1328,0.832460877
2019_1211_1330,0.71554959
2019_1211_1332,0.795139705
2019_1211_1341,0.887431852
2019_1211_1345,0.620011218
