Season,RankingDayNum,SystemName,TeamID,OrdinalRank
2019,133,7OT,1257,10
2019,133,7OT,1258,131
2019,133,7OT,1259,291
2019,133,7OT,1260,84
2019,133,7OT,1261,12
2019,133,7OT,1262,311
2019,133,7OT,1263,321
2019,133,7OT,1264,300
2019,133,7OT,1265,179
2019,133,7OT,1266,31
2019,133,7OT,1267,146
2019,133,7OT,1268,24
2019,133,7OT,1269,218
2019,133,7OT,1270,318
2019,133,7OT,1271,351
2019,133,7OT,1272,42
2019,133,7OT,1273,217
2019,133,7OT,1274,85
2019,133,7OT,1275,93
2019,133,7OT,1276,8
2019,133,7OT,1277,18
2019,133,7OT,1278,83
2019,133,7OT,1279,46
2019,133,7OT,1280,19
2019,133,7OT,1281,125
2019,133,7OT,1282,189
2019,133,7OT,1283,227
2019,133,7OT,1284,252
2019,133,7OT,1285,57
2019,133,7OT,1286,278
2019,133,7OT,1287,233
2019,133,7OT,1288,338
2019,133,7OT,1290,348
2019,133,7OT,1291,294
2019,133,7OT,1292,228
2019,133,7OT,1293,56
2019,133,7OT,1294,166
2019,133,7OT,1295,152
2019,133,7OT,1296,164
2019,133,7OT,1297,86
2019,133,7OT,1298,201
2019,133,7OT,1299,283
2019,133,7OT,1300,289
2019,133,7OT,1301,121
2019,133,7OT,1303,175
2019,133,7OT,1304,101
2019,133,7OT,1305,14
2019,133,7OT,1306,343
2019,133,7OT,1307,117
2019,133,7OT,1308,48
2019,133,7OT,1309,253
2019,133,7OT,1310,275
2019,133,7OT,1311,326
2019,133,7OT,1312,221
2019,133,7OT,1313,250
2019,133,7OT,1314,1
2019,133,7OT,1315,255
2019,133,7OT,1316,203
2019,133,7OT,1317,161
2019,133,7OT,1318,51
2019,133,7OT,1319,303
2019,133,7OT,1320,136
2019,133,7OT,1321,145
2019,133,7OT,1322,342
2019,133,7OT,1323,134
2019,133,7OT,1324,191
2019,133,7OT,1325,157
2019,133,7OT,1326,49
2019,133,7OT,1328,43
2019,133,7OT,1329,123
2019,133,7OT,1330,87
2019,133,7OT,1331,296
2019,133,7OT,1332,38
2019,133,7OT,1333,112
2019,133,7OT,1334,173
2019,133,7OT,1335,72
2019,133,7OT,1336,39
2019,133,7OT,1337,126
2019,133,7OT,1338,143
2019,133,7OT,1339,308
2019,133,7OT,1340,270
2019,133,7OT,1341,236
2019,133,7OT,1342,229
2019,133,7OT,1343,180
2019,133,7OT,1344,73
2019,133,7OT,1345,20
2019,133,7OT,1346,209
2019,133,7OT,1347,96
2019,133,7OT,1348,99
2019,133,7OT,1349,267
2019,133,7OT,1350,135
2019,133,7OT,1351,178
2019,133,7OT,1352,269
2019,133,7OT,1353,150
2019,133,7OT,1354,341
2019,133,7OT,1355,91
2019,133,7OT,1356,172
2019,133,7OT,1357,277
2019,133,7OT,1358,154
2019,133,7OT,1359,187
2019,133,7OT,1360,59
2019,133,7OT,1361,62
2019,133,7OT,1362,54
2019,133,7OT,1363,322
2019,133,7OT,1364,197
2019,133,7OT,1365,171
2019,133,7OT,1366,347
2019,133,7OT,1367,350
2019,133,7OT,1368,261
2019,133,7OT,1369,315
2019,133,7OT,1370,159
2019,133,7OT,1371,120
2019,133,7OT,1372,316
2019,133,7OT,1373,200
2019,133,7OT,1374,76
2019,133,7OT,1375,231
2019,133,7OT,1376,138
2019,133,7OT,1377,208
2019,133,7OT,1378,118
2019,133,7OT,1379,128
2019,133,7OT,1380,339
2019,133,7OT,1381,263
2019,133,7OT,1382,70
2019,133,7OT,1383,237
2019,133,7OT,1384,188
2019,133,7OT,1385,95
2019,133,7OT,1386,142
2019,133,7OT,1387,88
2019,133,7OT,1388,11
2019,133,7OT,1389,279
2019,133,7OT,1390,168
2019,133,7OT,1391,334
2019,133,7OT,1392,185
2019,133,7OT,1393,26
2019,133,7OT,1394,288
2019,133,7OT,1395,45
2019,133,7OT,1396,47
2019,133,7OT,1397,17
2019,133,7OT,1398,297
2019,133,7OT,1399,332
2019,133,7OT,1400,34
2019,133,7OT,1401,139
2019,133,7OT,1402,129
2019,133,7OT,1403,28
2019,133,7OT,1404,276
2019,133,7OT,1405,52
2019,133,7OT,1406,298
2019,133,7OT,1407,257
2019,133,7OT,1408,239
2019,133,7OT,1409,113
2019,133,7OT,1410,190
2019,133,7OT,1411,287
2019,133,7OT,1412,132
2019,133,7OT,1413,305
2019,133,7OT,1414,130
2019,133,7OT,1415,330
2019,133,7OT,1416,13
2019,133,7OT,1417,67
2019,133,7OT,1418,165
2019,133,7OT,1419,153
2019,133,7OT,1420,220
2019,133,7OT,1421,337
2019,133,7OT,1422,60
2019,133,7OT,1423,262
2019,133,7OT,1424,186
2019,133,7OT,1425,108
2019,133,7OT,1426,170
2019,133,7OT,1427,141
2019,133,7OT,1428,102
2019,133,7OT,1429,16
2019,133,7OT,1430,74
2019,133,7OT,1431,280
2019,133,7OT,1433,5
2019,133,7OT,1434,256
2019,133,7OT,1435,182
2019,133,7OT,1436,66
2019,133,7OT,1437,35
2019,133,7OT,1438,4
2019,133,7OT,1439,21
2019,133,7OT,1440,292
2019,133,7OT,1441,301
2019,133,7OT,1442,317
2019,133,7OT,1443,109
2019,133,7OT,1444,247
2019,133,7OT,1447,285
2019,133,7OT,1448,177
2019,133,7OT,1449,27
2019,133,7OT,1450,183
2019,133,7OT,1451,155
2019,133,7OT,1452,92
2019,133,7OT,1453,234
2019,133,7OT,1454,309
2019,133,7OT,1455,81
2019,133,7OT,1456,198
2019,133,7OT,1457,193
2019,133,7OT,1458,36
2019,133,7OT,1459,37
2019,133,7OT,1460,114
2019,133,7OT,1461,290
2019,133,7OT,1462,90
2019,133,7OT,1463,89
2019,133,7OT,1464,299
2019,133,7OT,1465,224
2019,133,7OT,1466,320
2019,133,AP,1120,14
2019,133,AP,1138,15
2019,133,AP,1153,22
2019,133,AP,1181,1
2019,133,AP,1199,10
2019,133,AP,1211,4
2019,133,AP,1222,11
2019,133,AP,1235,24
2019,133,AP,1242,17
2019,133,AP,1243,18
2019,133,AP,1246,7
2019,133,AP,1261,12
2019,133,AP,1276,8
2019,133,AP,1277,5
2019,133,AP,1305,20
2019,133,AP,1314,3
2019,133,AP,1345,13
2019,133,AP,1397,6
2019,133,AP,1403,9
2019,133,AP,1429,25
2019,133,AP,1437,23
2019,133,AP,1438,2
2019,133,AP,1439,16
2019,133,AP,1458,21
2019,133,AP,1459,19
2019,133,AWS,1101,95
2019,133,AWS,1102,226
2019,133,AWS,1103,151
2019,133,AWS,1104,80
2019,133,AWS,1105,350
2019,133,AWS,1106,306
2019,133,AWS,1107,281
2019,133,AWS,1108,338
2019,133,AWS,1110,215
2019,133,AWS,1111,289
2019,133,AWS,1112,117
2019,133,AWS,1113,45
2019,133,AWS,1114,295
2019,133,AWS,1115,288
2019,133,AWS,1116,108
2019,133,AWS,1117,244
2019,133,AWS,1119,243
2019,133,AWS,1120,17
2019,133,AWS,1122,112
2019,133,AWS,1123,180
2019,133,AWS,1124,63
2019,133,AWS,1125,39
2019,133,AWS,1126,293
2019,133,AWS,1127,318
2019,133,AWS,1129,235
2019,133,AWS,1130,167
2019,133,AWS,1131,227
2019,133,AWS,1132,86
2019,133,AWS,1133,126
2019,133,AWS,1135,138
2019,133,AWS,1136,298
2019,133,AWS,1137,85
2019,133,AWS,1138,7
2019,133,AWS,1139,110
2019,133,AWS,1140,82
2019,133,AWS,1141,98
2019,133,AWS,1142,341
2019,133,AWS,1143,271
2019,133,AWS,1144,154
2019,133,AWS,1145,203
2019,133,AWS,1146,275
2019,133,AWS,1148,302
2019,133,AWS,1149,240
2019,133,AWS,1150,305
2019,133,AWS,1151,272
2019,133,AWS,1152,347
2019,133,AWS,1153,10
2019,133,AWS,1154,267
2019,133,AWS,1155,73
2019,133,AWS,1156,310
2019,133,AWS,1157,218
2019,133,AWS,1158,67
2019,133,AWS,1159,74
2019,133,AWS,1160,75
2019,133,AWS,1161,241
2019,133,AWS,1162,286
2019,133,AWS,1163,134
2019,133,AWS,1164,333
2019,133,AWS,1165,202
2019,133,AWS,1166,88
2019,133,AWS,1167,219
2019,133,AWS,1168,196
2019,133,AWS,1169,262
2019,133,AWS,1170,255
2019,133,AWS,1171,270
2019,133,AWS,1172,49
2019,133,AWS,1173,70
2019,133,AWS,1174,193
2019,133,AWS,1175,352
2019,133,AWS,1176,319
2019,133,AWS,1177,158
2019,133,AWS,1178,257
2019,133,AWS,1179,61
2019,133,AWS,1180,242
2019,133,AWS,1181,1
2019,133,AWS,1182,133
2019,133,AWS,1183,248
2019,133,AWS,1184,246
2019,133,AWS,1185,198
2019,133,AWS,1186,194
2019,133,AWS,1187,261
2019,133,AWS,1188,317
2019,133,AWS,1189,292
2019,133,AWS,1190,69
2019,133,AWS,1191,277
2019,133,AWS,1192,160
2019,133,AWS,1193,324
2019,133,AWS,1194,199
2019,133,AWS,1195,231
2019,133,AWS,1196,71
2019,133,AWS,1197,315
2019,133,AWS,1198,175
2019,133,AWS,1199,13
2019,133,AWS,1200,285
2019,133,AWS,1201,77
2019,133,AWS,1202,62
2019,133,AWS,1203,282
2019,133,AWS,1204,97
2019,133,AWS,1205,131
2019,133,AWS,1206,137
2019,133,AWS,1207,87
2019,133,AWS,1208,213
2019,133,AWS,1209,50
2019,133,AWS,1210,161
2019,133,AWS,1211,3
2019,133,AWS,1212,258
2019,133,AWS,1213,116
2019,133,AWS,1214,250
2019,133,AWS,1216,156
2019,133,AWS,1217,103
2019,133,AWS,1218,190
2019,133,AWS,1219,223
2019,133,AWS,1220,37
2019,133,AWS,1221,168
2019,133,AWS,1222,2
2019,133,AWS,1223,287
2019,133,AWS,1224,268
2019,133,AWS,1225,348
2019,133,AWS,1226,291
2019,133,AWS,1227,217
2019,133,AWS,1228,192
2019,133,AWS,1229,159
2019,133,AWS,1230,344
2019,133,AWS,1231,101
2019,133,AWS,1232,204
2019,133,AWS,1233,182
2019,133,AWS,1234,51
2019,133,AWS,1235,31
2019,133,AWS,1236,208
2019,133,AWS,1237,228
2019,133,AWS,1238,309
2019,133,AWS,1239,307
2019,133,AWS,1240,99
2019,133,AWS,1241,254
2019,133,AWS,1242,11
2019,133,AWS,1243,20
2019,133,AWS,1244,335
2019,133,AWS,1245,92
2019,133,AWS,1246,9
2019,133,AWS,1247,273
2019,133,AWS,1248,290
2019,133,AWS,1249,191
2019,133,AWS,1250,107
2019,133,AWS,1251,54
2019,133,AWS,1252,57
2019,133,AWS,1253,221
2019,133,AWS,1254,225
2019,133,AWS,1255,284
2019,133,AWS,1256,114
2019,133,AWS,1257,44
2019,133,AWS,1258,124
2019,133,AWS,1259,276
2019,133,AWS,1260,109
2019,133,AWS,1261,14
2019,133,AWS,1262,247
2019,133,AWS,1263,340
2019,133,AWS,1264,304
2019,133,AWS,1265,279
2019,133,AWS,1266,24
2019,133,AWS,1267,100
2019,133,AWS,1268,34
2019,133,AWS,1269,256
2019,133,AWS,1270,334
2019,133,AWS,1271,346
2019,133,AWS,1272,53
2019,133,AWS,1273,265
2019,133,AWS,1274,143
2019,133,AWS,1275,183
2019,133,AWS,1276,12
2019,133,AWS,1277,5
2019,133,AWS,1278,48
2019,133,AWS,1279,68
2019,133,AWS,1280,26
2019,133,AWS,1281,141
2019,133,AWS,1282,263
2019,133,AWS,1283,181
2019,133,AWS,1284,233
2019,133,AWS,1285,55
2019,133,AWS,1286,232
2019,133,AWS,1287,249
2019,133,AWS,1288,337
2019,133,AWS,1290,345
2019,133,AWS,1291,321
2019,133,AWS,1292,264
2019,133,AWS,1293,42
2019,133,AWS,1294,140
2019,133,AWS,1295,164
2019,133,AWS,1296,166
2019,133,AWS,1297,66
2019,133,AWS,1298,234
2019,133,AWS,1299,210
2019,133,AWS,1300,253
2019,133,AWS,1301,72
2019,133,AWS,1303,115
2019,133,AWS,1304,102
2019,133,AWS,1305,15
2019,133,AWS,1306,349
2019,133,AWS,1307,201
2019,133,AWS,1308,23
2019,133,AWS,1309,205
2019,133,AWS,1310,269
2019,133,AWS,1311,301
2019,133,AWS,1312,119
2019,133,AWS,1313,187
2019,133,AWS,1314,6
2019,133,AWS,1315,308
2019,133,AWS,1316,200
2019,133,AWS,1317,147
2019,133,AWS,1318,47
2019,133,AWS,1319,294
2019,133,AWS,1320,165
2019,133,AWS,1321,197
2019,133,AWS,1322,323
2019,133,AWS,1323,171
2019,133,AWS,1324,207
2019,133,AWS,1325,169
2019,133,AWS,1326,76
2019,133,AWS,1328,58
2019,133,AWS,1329,152
2019,133,AWS,1330,35
2019,133,AWS,1331,300
2019,133,AWS,1332,38
2019,133,AWS,1333,106
2019,133,AWS,1334,212
2019,133,AWS,1335,113
2019,133,AWS,1336,129
2019,133,AWS,1337,173
2019,133,AWS,1338,172
2019,133,AWS,1339,332
2019,133,AWS,1340,239
2019,133,AWS,1341,135
2019,133,AWS,1342,220
2019,133,AWS,1343,163
2019,133,AWS,1344,94
2019,133,AWS,1345,30
2019,133,AWS,1346,216
2019,133,AWS,1347,111
2019,133,AWS,1348,118
2019,133,AWS,1349,245
2019,133,AWS,1350,237
2019,133,AWS,1351,195
2019,133,AWS,1352,222
2019,133,AWS,1353,162
2019,133,AWS,1354,342
2019,133,AWS,1355,91
2019,133,AWS,1356,132
2019,133,AWS,1357,238
2019,133,AWS,1358,144
2019,133,AWS,1359,174
2019,133,AWS,1360,78
2019,133,AWS,1361,79
2019,133,AWS,1362,90
2019,133,AWS,1363,343
2019,133,AWS,1364,128
2019,133,AWS,1365,176
2019,133,AWS,1366,325
2019,133,AWS,1367,351
2019,133,AWS,1368,211
2019,133,AWS,1369,312
2019,133,AWS,1370,178
2019,133,AWS,1371,52
2019,133,AWS,1372,280
2019,133,AWS,1373,186
2019,133,AWS,1374,145
2019,133,AWS,1375,214
2019,133,AWS,1376,125
2019,133,AWS,1377,260
2019,133,AWS,1378,121
2019,133,AWS,1379,139
2019,133,AWS,1380,339
2019,133,AWS,1381,229
2019,133,AWS,1382,122
2019,133,AWS,1383,224
2019,133,AWS,1384,177
2019,133,AWS,1385,60
2019,133,AWS,1386,185
2019,133,AWS,1387,59
2019,133,AWS,1388,36
2019,133,AWS,1389,313
2019,133,AWS,1390,155
2019,133,AWS,1391,336
2019,133,AWS,1392,81
2019,133,AWS,1393,46
2019,133,AWS,1394,274
2019,133,AWS,1395,56
2019,133,AWS,1396,43
2019,133,AWS,1397,8
2019,133,AWS,1398,322
2019,133,AWS,1399,331
2019,133,AWS,1400,93
2019,133,AWS,1401,142
2019,133,AWS,1402,96
2019,133,AWS,1403,16
2019,133,AWS,1404,283
2019,133,AWS,1405,40
2019,133,AWS,1406,303
2019,133,AWS,1407,259
2019,133,AWS,1408,330
2019,133,AWS,1409,105
2019,133,AWS,1410,136
2019,133,AWS,1411,170
2019,133,AWS,1412,130
2019,133,AWS,1413,297
2019,133,AWS,1414,28
2019,133,AWS,1415,327
2019,133,AWS,1416,33
2019,133,AWS,1417,104
2019,133,AWS,1418,148
2019,133,AWS,1419,157
2019,133,AWS,1420,153
2019,133,AWS,1421,353
2019,133,AWS,1422,27
2019,133,AWS,1423,278
2019,133,AWS,1424,149
2019,133,AWS,1425,146
2019,133,AWS,1426,150
2019,133,AWS,1427,189
2019,133,AWS,1428,120
2019,133,AWS,1429,21
2019,133,AWS,1430,64
2019,133,AWS,1431,329
2019,133,AWS,1433,25
2019,133,AWS,1434,230
2019,133,AWS,1435,252
2019,133,AWS,1436,41
2019,133,AWS,1437,18
2019,133,AWS,1438,4
2019,133,AWS,1439,29
2019,133,AWS,1440,296
2019,133,AWS,1441,320
2019,133,AWS,1442,328
2019,133,AWS,1443,84
2019,133,AWS,1444,311
2019,133,AWS,1447,266
2019,133,AWS,1448,206
2019,133,AWS,1449,19
2019,133,AWS,1450,251
2019,133,AWS,1451,179
2019,133,AWS,1452,127
2019,133,AWS,1453,184
2019,133,AWS,1454,316
2019,133,AWS,1455,83
2019,133,AWS,1456,209
2019,133,AWS,1457,188
2019,133,AWS,1458,32
2019,133,AWS,1459,22
2019,133,AWS,1460,123
2019,133,AWS,1461,326
2019,133,AWS,1462,89
2019,133,AWS,1463,65
2019,133,AWS,1464,299
2019,133,AWS,1465,236
2019,133,AWS,1466,314
2019,133,BBT,1101,108
2019,133,BBT,1102,246
2019,133,BBT,1103,117
2019,133,BBT,1104,65
2019,133,BBT,1105,344
2019,133,BBT,1106,322
2019,133,BBT,1107,255
2019,133,BBT,1108,343
2019,133,BBT,1110,179
2019,133,BBT,1111,234
2019,133,BBT,1112,116
2019,133,BBT,1113,53
2019,133,BBT,1114,258
2019,133,BBT,1115,302
2019,133,BBT,1116,77
2019,133,BBT,1117,270
2019,133,BBT,1119,239
2019,133,BBT,1120,16
2019,133,BBT,1122,109
2019,133,BBT,1123,149
2019,133,BBT,1124,52
2019,133,BBT,1125,38
2019,133,BBT,1126,297
2019,133,BBT,1127,328
2019,133,BBT,1129,166
2019,133,BBT,1130,140
2019,133,BBT,1131,226
2019,133,BBT,1132,103
2019,133,BBT,1133,171
2019,133,BBT,1135,133
2019,133,BBT,1136,318
2019,133,BBT,1137,139
2019,133,BBT,1138,10
2019,133,BBT,1139,79
2019,133,BBT,1140,78
2019,133,BBT,1141,95
2019,133,BBT,1142,340
2019,133,BBT,1143,284
2019,133,BBT,1144,191
2019,133,BBT,1145,259
2019,133,BBT,1146,289
2019,133,BBT,1148,307
2019,133,BBT,1149,180
2019,133,BBT,1150,294
2019,133,BBT,1151,275
2019,133,BBT,1152,351
2019,133,BBT,1153,26
2019,133,BBT,1154,252
2019,133,BBT,1155,32
2019,133,BBT,1156,305
2019,133,BBT,1157,170
2019,133,BBT,1158,87
2019,133,BBT,1159,100
2019,133,BBT,1160,75
2019,133,BBT,1161,217
2019,133,BBT,1162,227
2019,133,BBT,1163,114
2019,133,BBT,1164,339
2019,133,BBT,1165,197
2019,133,BBT,1166,59
2019,133,BBT,1167,221
2019,133,BBT,1168,213
2019,133,BBT,1169,265
2019,133,BBT,1170,260
2019,133,BBT,1171,209
2019,133,BBT,1172,66
2019,133,BBT,1173,74
2019,133,BBT,1174,225
2019,133,BBT,1175,353
2019,133,BBT,1176,320
2019,133,BBT,1177,132
2019,133,BBT,1178,248
2019,133,BBT,1179,90
2019,133,BBT,1180,241
2019,133,BBT,1181,2
2019,133,BBT,1182,172
2019,133,BBT,1183,301
2019,133,BBT,1184,256
2019,133,BBT,1185,174
2019,133,BBT,1186,232
2019,133,BBT,1187,282
2019,133,BBT,1188,329
2019,133,BBT,1189,299
2019,133,BBT,1190,58
2019,133,BBT,1191,247
2019,133,BBT,1192,185
2019,133,BBT,1193,298
2019,133,BBT,1194,164
2019,133,BBT,1195,236
2019,133,BBT,1196,34
2019,133,BBT,1197,314
2019,133,BBT,1198,188
2019,133,BBT,1199,12
2019,133,BBT,1200,267
2019,133,BBT,1201,70
2019,133,BBT,1202,43
2019,133,BBT,1203,300
2019,133,BBT,1204,91
2019,133,BBT,1205,161
2019,133,BBT,1206,157
2019,133,BBT,1207,81
2019,133,BBT,1208,147
2019,133,BBT,1209,86
2019,133,BBT,1210,146
2019,133,BBT,1211,3
2019,133,BBT,1212,272
2019,133,BBT,1213,97
2019,133,BBT,1214,210
2019,133,BBT,1216,189
2019,133,BBT,1217,102
2019,133,BBT,1218,186
2019,133,BBT,1219,230
2019,133,BBT,1220,73
2019,133,BBT,1221,219
2019,133,BBT,1222,9
2019,133,BBT,1223,276
2019,133,BBT,1224,303
2019,133,BBT,1225,346
2019,133,BBT,1226,325
2019,133,BBT,1227,220
2019,133,BBT,1228,142
2019,133,BBT,1229,193
2019,133,BBT,1230,349
2019,133,BBT,1231,67
2019,133,BBT,1232,207
2019,133,BBT,1233,187
2019,133,BBT,1234,42
2019,133,BBT,1235,22
2019,133,BBT,1236,201
2019,133,BBT,1237,202
2019,133,BBT,1238,319
2019,133,BBT,1239,280
2019,133,BBT,1240,93
2019,133,BBT,1241,266
2019,133,BBT,1242,19
2019,133,BBT,1243,23
2019,133,BBT,1244,345
2019,133,BBT,1245,123
2019,133,BBT,1246,7
2019,133,BBT,1247,254
2019,133,BBT,1248,287
2019,133,BBT,1249,208
2019,133,BBT,1250,143
2019,133,BBT,1251,51
2019,133,BBT,1252,39
2019,133,BBT,1253,231
2019,133,BBT,1254,242
2019,133,BBT,1255,283
2019,133,BBT,1256,122
2019,133,BBT,1257,27
2019,133,BBT,1258,127
2019,133,BBT,1259,263
2019,133,BBT,1260,130
2019,133,BBT,1261,15
2019,133,BBT,1262,250
2019,133,BBT,1263,336
2019,133,BBT,1264,317
2019,133,BBT,1265,261
2019,133,BBT,1266,29
2019,133,BBT,1267,151
2019,133,BBT,1268,28
2019,133,BBT,1269,253
2019,133,BBT,1270,323
2019,133,BBT,1271,352
2019,133,BBT,1272,68
2019,133,BBT,1273,223
2019,133,BBT,1274,105
2019,133,BBT,1275,159
2019,133,BBT,1276,8
2019,133,BBT,1277,5
2019,133,BBT,1278,47
2019,133,BBT,1279,45
2019,133,BBT,1280,21
2019,133,BBT,1281,99
2019,133,BBT,1282,243
2019,133,BBT,1283,194
2019,133,BBT,1284,277
2019,133,BBT,1285,98
2019,133,BBT,1286,235
2019,133,BBT,1287,264
2019,133,BBT,1288,330
2019,133,BBT,1290,347
2019,133,BBT,1291,327
2019,133,BBT,1292,281
2019,133,BBT,1293,33
2019,133,BBT,1294,173
2019,133,BBT,1295,199
2019,133,BBT,1296,135
2019,133,BBT,1297,83
2019,133,BBT,1298,262
2019,133,BBT,1299,273
2019,133,BBT,1300,292
2019,133,BBT,1301,40
2019,133,BBT,1303,155
2019,133,BBT,1304,62
2019,133,BBT,1305,18
2019,133,BBT,1306,348
2019,133,BBT,1307,203
2019,133,BBT,1308,41
2019,133,BBT,1309,216
2019,133,BBT,1310,308
2019,133,BBT,1311,316
2019,133,BBT,1312,156
2019,133,BBT,1313,238
2019,133,BBT,1314,4
2019,133,BBT,1315,279
2019,133,BBT,1316,177
2019,133,BBT,1317,152
2019,133,BBT,1318,57
2019,133,BBT,1319,293
2019,133,BBT,1320,183
2019,133,BBT,1321,124
2019,133,BBT,1322,333
2019,133,BBT,1323,126
2019,133,BBT,1324,198
2019,133,BBT,1325,182
2019,133,BBT,1326,56
2019,133,BBT,1328,36
2019,133,BBT,1329,104
2019,133,BBT,1330,88
2019,133,BBT,1331,296
2019,133,BBT,1332,46
2019,133,BBT,1333,84
2019,133,BBT,1334,205
2019,133,BBT,1335,111
2019,133,BBT,1336,69
2019,133,BBT,1337,162
2019,133,BBT,1338,138
2019,133,BBT,1339,332
2019,133,BBT,1340,269
2019,133,BBT,1341,175
2019,133,BBT,1342,206
2019,133,BBT,1343,165
2019,133,BBT,1344,80
2019,133,BBT,1345,14
2019,133,BBT,1346,214
2019,133,BBT,1347,115
2019,133,BBT,1348,136
2019,133,BBT,1349,249
2019,133,BBT,1350,228
2019,133,BBT,1351,196
2019,133,BBT,1352,244
2019,133,BBT,1353,121
2019,133,BBT,1354,337
2019,133,BBT,1355,85
2019,133,BBT,1356,145
2019,133,BBT,1357,245
2019,133,BBT,1358,150
2019,133,BBT,1359,158
2019,133,BBT,1360,89
2019,133,BBT,1361,106
2019,133,BBT,1362,71
2019,133,BBT,1363,342
2019,133,BBT,1364,153
2019,133,BBT,1365,176
2019,133,BBT,1366,334
2019,133,BBT,1367,341
2019,133,BBT,1368,218
2019,133,BBT,1369,312
2019,133,BBT,1370,184
2019,133,BBT,1371,55
2019,133,BBT,1372,304
2019,133,BBT,1373,240
2019,133,BBT,1374,131
2019,133,BBT,1375,212
2019,133,BBT,1376,96
2019,133,BBT,1377,229
